epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.4992048826280853,0.519497979000995,0.7563451776649747,0.7736842105263158
2,0.43547568202556625,0.4720798605366757,0.8065425831923294,0.7736842105263158
3,0.3899976534488439,0.412913724936937,0.8200789622109419,0.8263157894736842
4,0.3652583386389737,0.9636895427578374,0.847151720248167,0.7026315789473684
5,0.3288418816111549,0.6315332161752801,0.8601240834743373,0.6368421052631579
6,0.274034639905552,0.5710464891634489,0.8877608573040046,0.7868421052631579
7,0.23876360968150329,0.7217168898958909,0.9063733784545968,0.7263157894736842
8,0.20902183542665762,0.20902688409152784,0.9137055837563451,0.9052631578947369
9,0.20473026399785896,1.0872478309430573,0.9210377890580936,0.6421052631578947
10,0.17415078361274425,0.22072709579216807,0.9334461364918217,0.8947368421052632
11,0.16914303472199416,0.178910452284311,0.9317540891144952,0.9157894736842105
12,0.1372668678208858,0.1720861919616398,0.9475465313028765,0.9210526315789473
13,0.12952597305657698,0.15160250710813622,0.9509306260575296,0.9289473684210526
14,0.15829382442648102,1.1679946510415329,0.937394247038917,0.6526315789473685
15,0.13930998380346885,0.13628444753979382,0.949238578680203,0.95
16,0.1191423332882815,0.1446724047786311,0.9565707839819515,0.9368421052631579
17,0.11201642502416545,0.1856273438585432,0.958262831359278,0.9105263157894737
18,0.12432166308719293,0.2897747876416696,0.9531866892272983,0.9
19,0.11749743566429689,0.10969989652696409,0.9509306260575296,0.9657894736842105
20,0.1012736876729983,0.42004476158242476,0.9689791314156796,0.8657894736842106
21,0.10205736842470793,0.0989715042082887,0.9571347997743936,0.9657894736842105
22,0.09195473495171155,0.09320820640576513,0.9661590524534687,0.9710526315789474
23,0.09818755876896951,0.1701072979130243,0.9667230682459109,0.9421052631578948
24,0.1007462508316707,0.09285365778364633,0.9644670050761421,0.968421052631579
25,0.09858487277920476,0.08861192856964312,0.9605188945290468,0.9657894736842105
26,0.08980603237492986,0.14703099006100706,0.9684151156232375,0.9289473684210526
27,0.08701265890606155,0.1023297952193963,0.9695431472081218,0.968421052631579
28,0.08029531487891449,0.10550126849036467,0.9667230682459109,0.9578947368421052
29,0.08228036444434593,0.14325462724817425,0.9706711787930062,0.9473684210526315
30,0.08220026048937223,0.11481834702978008,0.9723632261703328,0.9605263157894737
31,0.07973422758066917,0.09015603587031365,0.970107163000564,0.968421052631579
32,0.07695918652038335,0.11257293424323986,0.9689791314156796,0.9605263157894737
33,0.06742198476163398,0.07552686082689386,0.9780033840947546,0.9736842105263158
34,0.0740758218984784,0.07678181705506225,0.9717992103778906,0.9710526315789474
35,0.08257251154490601,0.09668441744227159,0.9734912577552172,0.9657894736842105
36,0.06777185725664864,0.07862077322053282,0.9717992103778906,0.9710526315789474
37,0.0707235170441096,0.08462494466649859,0.9729272419627749,0.9657894736842105
38,0.06067614774632037,0.12170541748208435,0.9802594472645234,0.9605263157894737
39,0.06550098894278478,0.07208693039260412,0.9808234630569655,0.9710526315789474
40,0.06613456380111783,0.10144614855709828,0.9751833051325437,0.9710526315789474
41,0.06607489010977816,0.0875606747834306,0.9785673998871969,0.9736842105263158
42,0.06910024331467625,0.08632203434642992,0.9740552735476593,0.9710526315789474
43,0.07193346736764612,0.08536735010382376,0.9689791314156796,0.9736842105263158
44,0.05712382614747051,0.07180653551691457,0.9780033840947546,0.9657894736842105
45,0.06823782184940237,0.08898060486504906,0.9774393683023125,0.9763157894736842
46,0.060569059746670845,0.07137915817530531,0.9780033840947546,0.9710526315789474
47,0.0540926434095472,0.07906802118216691,0.979131415679639,0.968421052631579
48,0.05896306548475614,0.07422876218824011,0.9813874788494078,0.9736842105263158
49,0.05510389908950711,0.08023769265334857,0.9808234630569655,0.9763157894736842
50,0.05851733593561188,0.0726064309673874,0.9808234630569655,0.9763157894736842
